Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL
2021.MMP00632,2021.MMP00632,Incident,North America,2021-06-26,2021,June,1.0,,1,3.0,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"On a rural road near Boulevard, San Diego County, California, USA",US Border Patrol,"32.65485255, -116.2463698",Northern America,"Undocumented migrant found unresponsive in vehicle near Boulevard, CA",5.0,https://archive.ph/OX7vn
2021.MMP00633,2021.MMP00633,Incident,North America,2021-06-25,2021,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"In the Tucson Medical Center Pima County, Arizona, USA - after being rescued near Palominas, Arizona on June 23",US Border Patrol,"32.20058324, -110.9037255",Northern America,"Mexican man dies from heat related illness near Palominas, AZ",5.0,https://archive.ph/AWx1h
2021.MMP00634,2021.MMP00634,Incident,North America,2021-06-23,2021,June,2.0,,2,,,2.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"In a lake approximately 20 miles northeast of Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"28.94451373, -100.3304508",Northern America,"CBP Statement: Undocumented Migrants Drown Near Eagle Pass, TX",5.0,https://archive.ph/zqUFv
2021.MMP00636,"2021.MMP00636655,2021.MMP00636656",Split Incident,North America,2021-06-23,2021,June,3.0,,3,7.0,,,,Central America,Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"At the intersection of Main Avenue and Jefferson Street, Laredo, Webb County, Texas, USA,At the University Hospital in San Antonio, Texas - after being in a car crash in Laredo, Webb County on 23 June",US Border Patrol,"27.5236535, -99.51220273",Northern America,"Correction on June 23 Vehicle Accident in Laredo, Texas",5.0,https://archive.ph/ZS7SD
2021.MMP00639,2021.MMP00639,Incident,North America,2021-08-04,2021,August,1.0,,1,,,1.0,,Central America,Sickness / lack of access to adequate healthcare,El Salvador,US-Mexico border crossing,"Unspecified location between McAllen, Hidalgo County, and Houston, Harris County, Texas, USA",La Prensa Grafica,"27.00871835, -98.21819255",Northern America,Piden ayuda para localizar el cadáver de un migrante,1.0,https://archive.ph/0cGJO
2021.MMP00645,2021.MMP00645,Incident,North America,2021-07-20,2021,July,1.0,,1,,,1.0,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,US-Mexico border crossing,"Unspecified location in the desert in Arizona, USA","Vistazo, Informados Ecuador","31.94160047, -113.0617515",Central America,Ecuatoriano muere en la frontera de México y EE.UU. y deja a dos niños en la orfandad,1.0,https://archive.ph/bhI3t
2021.MMP00646,2021.MMP00646,Incident,Central America,2021-07-31,2021,July,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,Nicaragua,US-Mexico border crossing,"Ejido La Mancha close to Viesca, Coahuila de Zaragoza, Mexico","El Siglo de Torreón, La Prensa","25.34821715, -102.8544973",Central America,Migrante muere al caer del ferrocarril en la zona rural de Viesca,3.0,https://archive.ph/H1vKM
2021.MMP00656,2021.MMP00656,Incident,North America,2021-08-12,2021,August,1.0,,1,,1.0,,,Central America,Violence,Mexico,US-Mexico border crossing,"Near 200 Cliff Road, Refugio County, Texas, USA",Refugio County Sheriff's Office,"28.2610827, -97.28283767",Northern America,,4.0,https://www.facebook.com/pinkyg0114501/posts/1233658350442732
2021.MMP00667,2021.MMP00667,Incident,North America,2021-08-11,2021,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,Honduras,US-Mexico border crossing,"Unspecified location north of Edinburg, HIdlago County, Texas, USA","Proceso, Telemundo","26.46599024, -98.15655782",Northern America,Migrante de Honduras muere tras cruzar la frontera de Texas,3.0,https://archive.ph/42L4v
2021.MMP00670,2021.MMP00670,Incident,North America,2021-08-07,2021,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",El Salvador,US-Mexico border crossing,"Less than one mile (1.6 kilometers) north of the U.S.-Mexico border in Rio Grande City, Starr County, Texas, USA","US Border Patrol, CAWTV","26.37605154, -98.82241169",Northern America,El Salvadorian migrant found in medical distress,5.0,https://archive.ph/awGpF
2021.MMP00691,2021.MMP00691,Incident,North America,2021-08-10,2021,August,1.0,,1,1.0,1.0,,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,US-Mexico border crossing,"Unspecified location in desert of Arizona, USA - after crossing the border from Ciudad Juarez, Mexico","Extra Ecuador, El Universo, TeleAmazonas","31.9174752, -106.1672751",Northern America,Ecuatoriana murió en el desierto de Arizona,3.0,https://archive.ph/1Z9Bl
2021.MMP00693,2021.MMP00693,Incident,Central America,2021-08-13,2021,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Puerto de Anapra, Ciudad Juárez, Chihuahua, Mexico",El Diario de Chihuahua,"31.78041958, -106.5499374",Central America,Hallan cadáver en el cerro de Cristo Rey; podría ser migrante,1.0,https://archive.ph/G0jEr
2021.MMP00694,"2021.MMP00694723,2021.MMP00694724",Split Incident,Central America,2021-08-13,2021,August,,6.0,6,,6.0,,6.0,Central America,Mixed or unknown,"Guatemala,Honduras",US-Mexico border crossing,"Disappeared from two migrant shelters (Casa YMCA and Nohemy Alvarez Quillay shelter) in Ciudad Juarez, Chihuahua, Mexico",FOX5 San Diego,"31.72472612, -106.4826913",Central America,Police continue search for missing underage migrant girls in Juarez,1.0,https://archive.ph/8yIOs
2021.MMP00702,2021.MMP00702,Incident,North America,2021-08-12,2021,August,1.0,,1,,,1.0,,South America,Vehicle accident / death linked to hazardous transport,Ecuador,US-Mexico border crossing,"At  the University Medical Center in El Paso, El Paso County, Texas, USA - after being in a car accident on  New Mexico State Road 185 on Aug 3 2021 ",US Border Patrol,"32.4109064, -106.8592632",Northern America,"Smuggler loses control of vehicle while evading checkpoint, causing a death and injuries to ejected passengers",5.0,https://archive.ph/KTrHm
2021.MMP00703,2021.MMP00703,Incident,North America,2021-08-19,2021,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Nicaragua,US-Mexico border crossing,"At the Yuma Regional Medical Center, Yuma County, Arizona, USA - after being apprehended near County 8 ½ and Salinity Canal in Yuma on 15 Aug 2021",US Border Patrol,"32.54940206, -114.7907489",Northern America,Nicaraguan Man Dies After Suffering Heat Related Illness,5.0,https://archive.ph/GXJ8l
2021.MMP00704,2021.MMP00704,Incident,North America,2021-08-21,2021,August,1.0,,1,,1.0,,,Central America,Accidental death,Honduras,US-Mexico border crossing,"One-half mile northwest of the McAllen-Hidalgo International Port of Entry,  Hidalgo County, Texas, USA",US Border Patrol,"26.09821363, -98.27543458",Northern America,"Honduran woman dies after falling off levee wall near McAllen, Texas",5.0,https://archive.ph/FlD6r
2021.MMP00705,2021.MMP00705,Incident,Central America,2021-08-22,2021,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",Vox Populi,"27.52191909, -99.52628485",Central America,Migrante muere junto a su “sueño americano” en río Bravo de NLD,1.0,https://archive.ph/o39Mn
2021.MMP00706,2021.MMP00706,Incident,Central America,2021-08-19,2021,August,2.0,,2,,,,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, Piedras Negras, Coahuila, Mexico",El Mañana,"28.71240893, -100.5104065",Central America,Localizan cuerpos de migrantes ahogados,1.0,https://archive.ph/i49jt
2021.MMP00707,2021.MMP00707,Incident,North America,2021-08-19,2021,August,2.0,,2,,,,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, Eagle Pass, Maverick County, Texas, USA",El Mañana,"28.69539491, -100.5093765",Northern America,Localizan cuerpos de migrantes ahogados,1.0,https://archive.ph/i49jt
2021.MMP00744,2021.MMP00744,Incident,North America,2021-09-03,2021,September,1.0,,1,,1.0,,,Central America,Accidental death,Mexico,US-Mexico border crossing,"Approximately one and a half miles southeast of the Laredo Juarez-Lincoln Port of Entry, Laredo, Webb County, Texas, USA",US Border Patrol,"27.49942429, -99.49905339",Northern America,Female migrant dies from head injuries,5.0,https://archive.ph/hJWOV
2021.MMP00745,2021.MMP00745,Incident,North America,2021-08-27,2021,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"On Highway 83, approximately two miles west of Sullivan City, TX and two miles north of the Rio Grande River, Satrr County, Texas, USA",US Border Patrol,"26.29722611, -98.61748442",Northern America,"Unidentified man dies after he is found unresponsive near Sullivan City, TX",5.0,https://archive.ph/Hnheh
2021.MMP00746,2021.MMP00746,Incident,North America,2021-09-02,2021,September,1.0,,1,,1.0,,,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"On Interstate 10 near Van Horn, Culberson County, Texas, USA ",US Border Patrol,"31.05035663, -104.9682547",Northern America,Migrant struck and killed on I-10,5.0,https://archive.ph/73gEk
2021.MMP00764,2021.MMP00764,Incident,Central America,2021-08-19,2021,August,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"El Molcajete Colony, Morelos, Piedras Negras, Coahuila, Mexico",GMN Noticias,"28.68442976, -100.5086449",Central America,Muere hombre ahogado en las aguas del río Bravo,1.0,https://archive.ph/AHQTN
2021.MMP00765,2021.MMP00765,Incident,Central America,2021-08-23,2021,August,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo at El Cortijo La Herradura, Nuevo Laredo, Tamaulipas, Mexico","Vox Populi, Lider Informativo","27.48487755, -99.48012225",Central America,Muere migrante al tratar de cruzar el Bravo,1.0,https://archive.ph/Za8ZT
2021.MMP00766,2021.MMP00766,Incident,North America,2021-08-21,2021,August,1.0,,1,,1.0,,,Central America,Accidental death,Honduras,US-Mexico border crossing,"One-half mile northwest of the McAllen-Hidalgo International Port of Entry, Hidalgo County, Texas, USA","US Border Patrol, La Noticia","26.10671821, -98.26867505",Northern America,"Honduran woman dies after falling off levee wall near McAllen, Texas",5.0,https://archive.ph/3aHi8
2021.MMP00767,2021.MMP00767,Incident,North America,2021-05-15,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Nicaragua,US-Mexico border crossing,"Near County 8 ½ and Salinity Canal in Yuma, Yuma County, Arizona, USA",US Border Patrol,"32.70290613, -114.6899039",Northern America,Nicaraguan Man Dies After Suffering Heat Related Illness,5.0,https://archive.ph/GXJ8l
2021.MMP00770,2021.MMP00770,Incident,North America,2021-07-25,2021,July,2.0,,2,,,2.0,,Central America,Violence,Guatemala,US-Mexico border crossing,"Rio Bravo, Webb County, Texas, USA",La Hora,"27.36813494, -99.50095608",Northern America,"LUTO: Santa Rosa de Lima llora la muerte, sin esclarecer, de dos migrantes en ruta",1.0,https://archive.ph/tgVTW
2021.MMP00771,2021.MMP00771,Incident,North America,2021-08-21,2021,August,2.0,,2,1.0,2.0,,1.0,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",Colombia,US-Mexico border crossing,"Undetermined desert area, in the desert of Yuma County, Arizona, USA","Caracol, Infobae","32.78876975, -114.4240425",Northern America,Sueño hecho pesadilla: colombiana y su hija murieron tratando de cruzar frontera de EE. UU.,3.0,https://archive.ph/nl09G
2021.MMP00772,2021.MMP00772,Incident,North America,2021-08-29,2021,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Near Cotton City, Hidalgo County, New Mexico, USA",El Siglo de Durango,"32.0666324, -109.001623",Northern America,Falleció un migrante duranguense en Nuevo México; van 10,1.0,https://archive.ph/oGHs2
2021.MMP00774,2021.MMP00774,Incident,North America,2021-09-01,2021,September,1.0,,1,,,1.0,,South America,Sickness / lack of access to adequate healthcare,Ecuador,US-Mexico border crossing,"Undetermined location in the desert close to Carrizo Springs, Dimmit County, Texas, USA",El Comercio,"28.52618709, -99.85643843",Central America,Dos migrantes ecuatorianos fallecidos y otro desaparecido en la travesía a Estados Unidos,1.0,https://archive.ph/U0EpW
2021.MMP00775,2021.MMP00775,Incident,Central America,2021-08-18,2021,August,,1.0,1,,,1.0,,South America,Drowning,Ecuador,US-Mexico border crossing,"Rio Bravo, unspecified location, Mexico",El Comercio,"28.72236965, -100.516232",Central America,Dos migrantes ecuatorianos fallecidos y otro desaparecido en la travesía a Estados Unidos,3.0,https://archive.ph/U0EpW
2021.MMP00776,2021.MMP00776,Incident,Central America,2021-08-28,2021,August,1.0,,1,2.0,1.0,,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,US-Mexico border crossing,"Undetermined location in the desert, Sonora, Mexico","El Espectador, El Heraldo, El Comercio","31.83744206, -112.7639748",Central America,Una ecuatoriana que huía de violencia intrafamiliar murió en el desierto de Sonora,3.0,https://archive.ph/U0EpW
2021.MMP00777,2021.MMP00777,Incident,North America,2021-09-06,2021,September,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,US-Mexico border crossing,"Ranch north of Eagle Pass, along Highway 481 known as Camino Viejo a Uvalde, Maverick County, Texas, USA","K911 Noticias, Periodico La Voz","29.1789173, -99.84701076",Northern America,Muere deshidratado migrante hondureño,3.0,https://archive.ph/WW1Qq
2021.MMP00778,2021.MMP00778,Incident,Central America,2021-09-07,2021,September,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas,"25.88122824, -97.49266183",Central America,Hallan cuerpo putrefacto de un hombre en el río Bravo en Valle Hermoso,1.0,https://archive.ph/SzHHW
2021.MMP00779,2021.MMP00779,Incident,North America,2021-08-29,2021,August,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Off Highway 1021 just a few miles from El Indio, Maverick County, Texas, USA",Super Channel 12,"28.48411159, -100.3103166",Northern America,Hallan a un migrante mexicano muerto a un costado de la carretera en Eagle Pass,1.0,https://archive.ph/Rw2Hf
2021.MMP00780,2021.MMP00780,Incident,Central America,2021-09-08,2021,September,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Kilometer 84 on a dirt road leading to La Candelaria Ranch, Guerrero, Coahuila, Mexico","Super Channel 12, Zócalo","28.32311434, -100.3053812",Central America,Murió migrante deshidratado; han muerto 114,1.0,https://archive.ph/jKBm6
2021.MMP00784,2021.MMP00784,Incident,North America,2021-09-03,2021,September,1.0,,1,,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"Approximately one-half mile west of the Calexico Port of Entry, Imperial County, California, USA","US Border Patrol, En Vivo MX, El Mirador de Quintana Roo","32.6715071, -115.4086633",Northern America,Mexican citizen dies after fall from the International Border Barrier,5.0,https://archive.ph/lVoeI
